Rank	Team	A	B	C	D	E	F	G	H	I	J	K	=	Time
165	Baku Qafqaz U 1 (Abbasov, Hasanov, Javadov)	.	+ (36:45)	.	.	.	.	.	-17	.	.	.	1	36
166	Ugra SU (Aristov, Karelin, Sinitsyn)	.	-7	.	.	.	.	.	+ (62:53)	.	.	.	1	62
167	Novosibirsk STU 3 (Astapova, Akberov, Kosminova)	.	-3	.	-4	.	.	.	+1 (50:08)	.	.	.	1	70
168	Kazakh-British TU 4 (Kossumov, Satybaldiyev, Alipov)	.	+2 (31:44)	.	-9	.	-1	.	-5	.	.	.	1	71
169	Kazakh NTU 3 (Babich, Zubashev, Seidahmetov)	.	-3	.	.	.	.	.	+ (98:05)	.	.	.	1	98
170	NU of Uzbekistan 1 (Kadamov, Shersheyev, Bobrov)	.	+3 (54:26)	.	.	.	.	.	-5	.	-1	.	1	114
171	Tbilisi SANGU 2 (Meladze, Zarkua, Nemsadze)	.	+ (124:58)	.	.	.	.	.	-7	.	.	.	1	124
172	U of World Econ and Diplomacy (Ishmatov, Mirzaqulov, Hasanov)	.	+5 (84:05)	.	-4	.	.	.	-8	.	.	.	1	184
173	Urgench B of TUIT 3 (Azizbek, Javlonbek, Shamsutdinov)	.	-5	.	-3	.	.	.	+3 (128:50)	.	.	.	1	188
174	Bukhara SU (Mustafoyev, Boboyev, Kasimov)	.	-24	.	.	.	.	.	+2 (167:07)	.	.	.	1	207
175	Eurasian NU (Andreeva, Adiyatov, Ozaev)	.	-11	.	.	.	.	.	+2 (179:03)	.	.	.	1	219
176	Novosibirsk SPU (Viacheslav, Dmitry, Viacheslav)	.	-9	.	.	.	.	.	+2 (186:27)	.	.	.	1	226
177	Kazakh NU 1 (Abdykulov, Satenov, Kutybaev)	.	+4 (164:36)	.	.	.	.	.	-10	.	.	.	1	244
178	Tbilisi Geo-French SU (Kasradze, Jojua, Apkhaidze)	.	+3 (188:42)	.	.	.	.	.	-10	.	.	.	1	248
179	Altai STU 4 (Tsepennikov, Zalogina, Kazantsev)	.	-12	.	.	.	.	.	+1 (258:00)	.	.	.	1	278
180	Tashkent U of IT 4 (Shpakov, Yuldasheva, Shlafin)	.	+6 (177:51)	.	.	.	.	.	-7	.	.	.	1	297
181	Yakutsk SU (Struchkov, Zakharov, Maximov)	.	+7 (193:22)	.	.	.	.	.	-3	.	.	.	1	333
182	Baku Qafqaz U 3 (Maharov, Agayev, Agayev)	.	+12 (104:40)	.	.	.	.	.	-19	.	.	.	1	344
183	International IT U 1 (Toiteyev, Shokobalinov, Mramornov)	.	+7 (255:56)	.	-3	.	.	.	-9	.	.	.	1	395
184	Issyk-Kul SU (Kapustin, Reshetnikov, Turkin)	.	-1	.	.	.	.	.	-2	.	.	.	0	0
184	East Kazakhstan STU (Bublikov, Smailov, Lazutin)	.	-8	.	.	.	.	.	-3	.	.	.	0	0
184	Altai STU 2 (Zinchenko, Malakhov, Dyatlov)	.	-8	.	.	.	.	.	.	.	.	.	0	0
184	Baku Qafqaz U 2 (Aliyev, Hajiyev, Qurbanov)	.	-20	.	.	.	.	.	-3	.	.	.	0	0
184	Georgian TU (Chkheidze, Shonia, Julakidze)	.	-1	-6	.	.	.	.	-5	.	.	.	0	0
184	West Kazakhstan SU 1 (Zhumakhmet, Rakhmankulov, Mussina)	.	-1	.	.	.	.	.	-1	.	.	.	0	0
184	Kazakh S Ped U (Khegai, Chernov, Kurbanova)	.	-8	.	.	.	.	.	-7	.	.	.	0	0
184	West Kazakhstan SU 2 (Kabasov, Sergeev, Doskarayev)	.	.	.	.	.	.	.	.	.	.	.	0	0
184	Almaty IPET 1 (Koilybayev, Tokmoldayev, Abdrahmanov)	.	-4	.	.	.	.	.	-1	.	.	.	0	0
184	Atyrau I of Oil and Gas (Amangali, Alipov, Sarsen)	.	-9	.	.	.	.	.	.	.	.	.	0	0
184	Samarkand SU (Safarov, Holmatov, Holmatov)	.	.	.	.	.	.	.	.	.	.	.	0	0
184	Urgench B of TUIT 4 (Davlatov, Artikov, Yakubov)	.	-10	.	.	.	.	.	-2	.	.	.	0	0
184	Urgench B of TUIT 2 (Quromboyev, Botirov, Yusupov)	.	-4	.	.	.	.	.	-6	.	.	.	0	0
184	Samarkand B of TUIT (Erkaev, Saidvaliev, Saidov)	.	-4	.	-4	.	.	.	.	.	.	.	0	0
184	Gulistan SU (Xolmatov, Nurtayev, Kechurukova)	.	-3	.	.	.	.	.	-1	.	.	.	0	0
184	Almaty IPET 3 (Kovalenko, Son, Fedoseev)	.	.	.	.	.	.	.	.	.	.	.	0	0
	Total runs	51	703	82	431	9	414	63	483	94	268	10
	Accepted	10	175	14	132	1	53	17	171	9	45	0
	Rejected	41	528	68	299	8	361	46	312	85	223	10
	First Accept	80:26	8:28	125:17	25:34	202:45	56:19	67:24	9:27	92:25	51:42	
	Last Accept	298:13	294:23	298:02	296:57	202:45	290:01	289:23	294:43	290:24	297:18	
